TOPIC,Türkçe,English
upon_when,Kriz gerçekleşince herkes üzüldü.,Everyone was saddened when the crisis occurred.
upon_when,Ödevi bitirince beni ara.,Call me when you finish the homework.
upon_when,Ödevini yapmadığını fark edince annesini aradım.,"When I realized he didn't do his homework, I called his mother."
upon_when,Sen karar verince babama haber ver.,Let my father know when you decide.
upon_when,Yemeği bitirince pasta yiyebilirsin.,You can eat cake when you finish the food.
while_when,Ankara'dayken güzel bir restoranda tavuk yedik.,"While in Ankara, we ate chicken at a nice restaurant."
while_when,Ankara'dayken kendim için yeni elbiseler aldım.,"While in Ankara, I bought new dresses for myself."
while_when,Annem telefonda konuşurken ben çay içtim.,"While my mother was talking on the phone, I drank tea."
while_when,Baban çalışırken sen neden oturuyorsun?,Why are you sitting while your father is working?
while_when,Ben Ayasofya’yı ilk kez on beş yaşındayken gördüm.,I saw Hagia Sophia for the first time when I was fifteen years old.
while_when,Ben eve giderken kar yağdı.,It snowed while I was going home.
while_when,Ben evde değilken neden öğretmenim geliyor?,Why is my teacher coming while I am not at home?
while_when,Ben kütüphanede çalışırken arkadaşım eve gitti.,"While I was working at the library, my friend went home."
while_when,Ben Türkçe çalışırken sen Çince çalışırsın.,"While I study Turkish, you study Chinese."
while_when,Ben yemek pişirirken bir bardak şarap içerim.,"While I cook food, I drink a glass of wine."
while_when,Çocukken her gün portakal yerdim.,I used to eat oranges every day when I was a child.
while_when,Çocukken her sabah kitap okurdun.,You used to read books every morning when you were a child.
while_when,Çocuklar orada dolaşırken biz burada yemek yedik.,"While the children were wandering there, we ate food here."
while_when,Denizde yüzerken yedi tane balık gördüm.,I saw seven fish while swimming in the sea.
while_when,Dolaşırken onu gördüm.,I saw him/her while wandering.
while_when,Ekmeği kaldırırken eti gördüm.,"While lifting the bread, I saw the meat."
while_when,Gençken bira içerdik.,We used to drink beer when we were young.
while_when,Gençken her gün makarna yerdik.,We used to eat pasta every day when we were young.
while_when,"Giderken ""hoşça kal"" dedim.","I said ""goodbye"" while leaving."
while_when,Grup oluştururken dikkat et.,Be careful while forming a group.
while_when,İki yaşındayken dans etmeyi öğrendim.,I learned to dance when I was two years old.
while_when,İşsizken çok kilo aldım.,I gained a lot of weight while unemployed.
while_when,İşsizken arkadaşım ile seyahate çıkıyorum.,"While unemployed, I am going on a trip with my friend."
while_when,İşsizken zaman yavaş geçiyor.,Time passes slowly while unemployed.
while_when,Kitabı oluştururken çok yardım aldım.,I got a lot of help while creating the book.
while_when,Kız kardeşim çocukken beni çok severdi.,My sister used to love me a lot when she was a child.
while_when,O adamla beraber değilken daha mutluyuz.,We are happier when we are not with that man.
while_when,O çorbayı pişirirken ben makarna yaptım.,"While he was cooking that soup, I made pasta."
while_when,Okula giderken arkadaşımı gördüm.,I saw my friend while going to school.
while_when,Onunla oynarken dikkatli ol!,Be careful while playing with him/her!
